count,title,salary
3,Engineer,59216
3,Engineer,47761
3,Senior Engineer,41972
3,Senior Staff,74000
3,Senior Staff,53593
3,Senior Staff,63979
3,Senior Staff,58881
3,Senior Staff,74315
3,Senior Engineer,50688
3,Staff,55280
3,Engineer,44124
3,Engineer,59225
3,Senior Staff,63217
3,Senior Engineer,51388
3,Senior Staff,67377
3,Engineer,48552
3,Senior Engineer,54911
3,Engineer,58976
3,Engineer,42693
3,Engineer,51667
3,Engineer,56261
3,Engineer,50368
3,Engineer,43632
3,Engineer,62536
3,Staff,53392
3,Senior Engineer,43056
3,Senior Staff,51291
3,Engineer,47207
3,Senior Engineer,48600
3,Engineer,46111
3,Staff,48957
3,Senior Staff,48386
3,Staff,50943
3,Senior Engineer,66055
3,Staff,44801
3,Engineer,41377
3,Senior Staff,66138
3,Engineer,59450
3,Senior Staff,74442
3,Engineer,51082
3,Senior Staff,44044
3,Senior Staff,67857
3,Senior Staff,46824
3,Senior Engineer,42636
3,Senior Engineer,50718
3,Engineer,55678
3,Engineer,48941
3,Senior Staff,53738
3,Engineer,48041
3,Senior Staff,68819
3,Senior Staff,58282
3,Staff,53118
3,Senior Engineer,40857
3,Senior Staff,73586
3,Senior Engineer,57669
3,Engineer,47837
3,Engineer,54922
3,Engineer,51822
3,Engineer,50374
3,Engineer,41677
3,Senior Staff,70562
3,Engineer,47195
3,Engineer,47975
3,Engineer,46489
3,Engineer,47345
3,Engineer,60609
3,Senior Staff,47327
3,Engineer,44197
3,Engineer,45889
3,Senior Staff,64754
3,Senior Staff,77162
3,Engineer,52863
3,Engineer,48960
3,Senior Staff,52052
3,Engineer,49232
3,Engineer,60162
3,Engineer,52230
3,Engineer,44781
3,Engineer,44111
3,Senior Staff,65042
3,Senior Engineer,46376
3,Senior Staff,61444
3,Senior Staff,55678
3,Engineer,54121
3,Engineer,50493
3,Senior Staff,60284
3,Engineer,57053
3,Senior Staff,43883
3,Engineer,45942
3,Senior Staff,47561
3,Senior Staff,42030
3,Senior Staff,40023
3,Senior Staff,64108
3,Engineer,53454
3,Senior Staff,61700
3,Senior Staff,67739
3,Engineer,52122
3,Senior Engineer,41467
3,Engineer,41656
3,Senior Staff,66377
3,Senior Staff,62998
3,Engineer,49888
3,Engineer,43575
3,Senior Staff,55067
3,Senior Engineer,45183
3,Senior Staff,53167
3,Senior Engineer,51443
3,Senior Engineer,43540
3,Engineer,49484
3,Engineer,40445
3,Engineer,46375
3,Staff,47194
3,Staff,54720
3,Engineer,47451
3,Senior Staff,51247
3,Staff,73422
3,Senior Staff,78228
3,Engineer,45449
3,Engineer,63748
3,Senior Staff,62222
3,Engineer,45658
3,Senior Engineer,48847
3,Engineer,44625
3,Senior Staff,48693
3,Engineer,48229
3,Senior Staff,47335
3,Engineer,62010
3,Engineer,48757
3,Staff,53317
3,Engineer,52980
3,Engineer,61484
3,Engineer,50314
3,Engineer,45919
3,Engineer,62267
3,Engineer,47458
3,Engineer,45384
3,Engineer,51271
3,Engineer,44614
3,Engineer,49940
3,Engineer,47541
3,Senior Staff,57761
3,Staff,65283
3,Engineer,45650
3,Senior Staff,47193
3,Senior Engineer,43771
3,Engineer,56954
3,Engineer,48622
3,Engineer,59793
3,Senior Engineer,54405
3,Senior Engineer,50952
3,Staff,53970
3,Engineer,49684
2,Senior Staff,81381
2,Senior Engineer,50139
2,Senior Staff,62992
2,Staff,63055
2,Engineer,49344
2,Staff,55890
2,Engineer,40748
2,Engineer,41107
2,Engineer,60815
2,Senior Engineer,66459
2,Senior Engineer,64217
2,Senior Staff,72940
2,Staff,58343
2,Senior Engineer,47988
2,Staff,58300
2,Engineer,43746
2,Staff,71064
2,Engineer,45802
2,Staff,62753
2,Staff,68368
2,Engineer,51363
2,Senior Staff,84709
2,Engineer,64438
2,Engineer,46372
2,Senior Engineer,57599
2,Senior Engineer,49127
2,Senior Engineer,48687
2,Engineer,51806
2,Senior Staff,59727
2,Senior Staff,54803
2,Senior Staff,43274
2,Senior Staff,67787
2,Staff,40610
2,Engineer,43007
2,Senior Staff,59276
2,Senior Engineer,54451
2,Engineer,45720
2,Staff,48677
2,Technique Leader,55276
2,Engineer,43766
2,Senior Engineer,51888
2,Engineer,66588
2,Senior Staff,52833
2,Engineer,47783
2,Engineer,59295
2,Senior Engineer,43831
2,Staff,75333
2,Senior Staff,40308
2,Senior Staff,44593
2,Senior Engineer,49997
2,Senior Staff,61831
2,Engineer,56623
2,Engineer,51501
2,Senior Staff,65409
2,Senior Engineer,54832
2,Engineer,65240
2,Senior Engineer,46883
2,Senior Staff,66960
2,Senior Engineer,42858
2,Senior Staff,41321
2,Engineer,52093
2,Engineer,51089
2,Senior Engineer,50460
2,Senior Engineer,51557
2,Engineer,50856
2,Senior Staff,49908
2,Staff,65835
2,Senior Staff,61570
2,Engineer,51994
2,Assistant Engineer,42591
2,Staff,48686
2,Engineer,64861
2,Senior Staff,52779
2,Senior Engineer,45605
2,Staff,75609
2,Staff,48289
2,Assistant Engineer,60384
2,Engineer,42939
2,Senior Staff,55783
2,Engineer,44838
2,Engineer,56389
2,Engineer,52683
2,Staff,46514
2,Engineer,55097
2,Senior Staff,57824
2,Senior Engineer,52691
2,Engineer,58964
2,Technique Leader,52534
2,Engineer,60781
2,Engineer,68480
2,Senior Engineer,55511
2,Engineer,53082
2,Senior Staff,57099
2,Senior Engineer,46832
2,Senior Staff,44595
2,Senior Engineer,56560
2,Senior Staff,59776
2,Senior Staff,90068
2,Engineer,46178
2,Senior Staff,57721
2,Engineer,46637
2,Senior Staff,69221
2,Senior Staff,51817
2,Senior Staff,63079
2,Senior Engineer,42307
2,Staff,51444
2,Senior Staff,42659
2,Senior Staff,52462
2,Engineer,50095
2,Engineer,44527
2,Technique Leader,47879
2,Senior Staff,56579
2,Engineer,50997
2,Staff,69176
2,Staff,81471
2,Engineer,57616
2,Engineer,46814
2,Senior Staff,42456
2,Senior Staff,56628
2,Senior Staff,64536
2,Senior Engineer,44279
2,Senior Staff,53614
2,Engineer,43423
2,Senior Engineer,44269
2,Senior Engineer,49538
2,Technique Leader,50329
2,Senior Engineer,54966
2,Engineer,59900
2,Senior Engineer,54536
2,Senior Staff,41184
2,Senior Staff,57706
2,Engineer,60831
2,Staff,68863
2,Senior Staff,61408
2,Engineer,67039
2,Senior Staff,48046
2,Engineer,45009
2,Engineer,52796
2,Engineer,44486
2,Staff,73049
2,Engineer,45012
2,Senior Engineer,51530
2,Senior Staff,82505
2,Senior Engineer,45104
2,Senior Staff,54997
2,Engineer,41463
2,Senior Engineer,43320
2,Senior Engineer,60298
2,Senior Staff,88043
2,Engineer,55933
2,Engineer,47085
2,Staff,55022
2,Senior Engineer,45071
2,Staff,43082
2,Senior Staff,47455
2,Engineer,46452
2,Senior Engineer,52254
2,Staff,84722
2,Engineer,43210
2,Engineer,54699
2,Engineer,61516
2,Engineer,44601
2,Engineer,41529
2,Senior Staff,62850
2,Engineer,57370
2,Staff,45607
2,Staff,81484
2,Staff,56415
2,Senior Staff,68857
2,Engineer,53521
2,Senior Engineer,55526
2,Senior Staff,41663
2,Engineer,46808
2,Senior Engineer,45360
2,Engineer,48781
2,Staff,43463
2,Senior Staff,61967
2,Senior Staff,77598
2,Senior Staff,78924
2,Senior Staff,61097
2,Senior Engineer,44424
2,Senior Staff,63375
2,Engineer,60557
2,Senior Staff,70632
2,Senior Staff,54563
2,Engineer,54239
2,Senior Staff,87205
2,Senior Staff,41040
2,Staff,50559
2,Staff,55248
2,Senior Staff,62165
2,Senior Staff,42207
2,Senior Engineer,41272
2,Staff,59942
2,Engineer,47711
2,Senior Staff,56868
2,Senior Staff,80183
2,Senior Staff,72772
2,Senior Staff,45783
2,Engineer,44728
2,Technique Leader,45708
2,Engineer,50444
2,Assistant Engineer,40829
2,Engineer,46810
2,Senior Staff,40362
2,Senior Staff,65609
2,Staff,76591
2,Senior Staff,55683
2,Senior Staff,48631
2,Staff,43952
2,Senior Staff,66354
2,Senior Engineer,49940
2,Senior Engineer,64989
2,Senior Staff,68483
2,Senior Engineer,55277
2,Engineer,46355
2,Senior Staff,80094
2,Engineer,59887
2,Engineer,42730
2,Senior Staff,47206
2,Staff,59919
2,Senior Staff,57507
2,Engineer,50158
2,Senior Staff,51513
2,Senior Engineer,53389
2,Senior Staff,56976
2,Senior Staff,54098
2,Senior Staff,53515
2,Senior Engineer,50248
2,Engineer,51210
2,Senior Staff,60401
2,Senior Staff,69031
2,Technique Leader,48265
2,Engineer,42243
2,Senior Staff,44057
2,Staff,47601
2,Engineer,48130
2,Engineer,66611
2,Engineer,56563
2,Engineer,42766
2,Senior Engineer,62910
2,Staff,56259
2,Senior Engineer,60731
2,Engineer,49119
2,Engineer,49142
2,Staff,69600
2,Senior Engineer,71354
2,Engineer,57568
2,Staff,89204
2,Engineer,47639
2,Senior Staff,53432
2,Senior Staff,83656
2,Engineer,43734
2,Staff,71357
2,Senior Engineer,42412
2,Assistant Engineer,51497
2,Staff,85524
2,Senior Staff,67434
2,Engineer,56392
2,Staff,82585
2,Engineer,43764
2,Engineer,48127
2,Senior Staff,57014
2,Senior Engineer,40667
2,Senior Staff,78458
2,Staff,70394
2,Senior Staff,55988
2,Engineer,41840
2,Engineer,62458
2,Senior Engineer,45771
2,Engineer,52224
2,Staff,60249
2,Engineer,42460
2,Engineer,43633
2,Staff,50764
2,Senior Staff,42006
2,Senior Staff,63960
2,Staff,54148
2,Staff,71012
2,Engineer,49780
2,Engineer,49722
2,Engineer,71081
2,Staff,43537
2,Staff,77974
2,Staff,51118
2,Senior Engineer,41765
2,Senior Staff,67414
2,Senior Staff,59893
2,Engineer,41234
2,Engineer,55010
2,Engineer,66400
2,Engineer,46958
2,Engineer,51935
2,Senior Staff,50518
2,Senior Staff,73942
2,Engineer,52670
2,Staff,49044
2,Senior Staff,55680
2,Senior Staff,40208
2,Staff,40689
2,Engineer,51942
2,Senior Engineer,67392
2,Engineer,53905
2,Senior Engineer,51130
2,Technique Leader,55942
2,Engineer,40989
2,Engineer,53879
2,Engineer,49496
2,Engineer,65725
2,Senior Engineer,49725
2,Senior Staff,57664
2,Senior Staff,53895
2,Staff,45211
2,Engineer,67997
2,Engineer,43530
2,Senior Engineer,52110
2,Senior Staff,53552
2,Staff,48058
2,Engineer,40752
2,Engineer,54365
2,Senior Staff,56038
2,Senior Staff,47150
2,Staff,50856
2,Engineer,55580
2,Senior Staff,62675
2,Senior Engineer,57588
2,Engineer,56017
2,Senior Engineer,55466
2,Assistant Engineer,69407
2,Engineer,56716
2,Senior Staff,50533
2,Engineer,58511
2,Engineer,52266
2,Senior Staff,62920
2,Senior Staff,47104
2,Engineer,73292
2,Engineer,43984
2,Engineer,52958
2,Senior Staff,56904
2,Engineer,56698
2,Technique Leader,46238
2,Senior Staff,79780
2,Engineer,58047
2,Staff,41697
2,Engineer,71571
2,Engineer,43817
2,Engineer,65770
2,Engineer,43027
2,Staff,76253
2,Staff,45333
2,Assistant Engineer,42107
2,Engineer,49542
2,Staff,86694
2,Staff,69345
2,Senior Staff,63813
2,Senior Staff,53110
2,Staff,62628
2,Engineer,49024
2,Senior Engineer,47953
2,Senior Staff,58489
2,Engineer,41062
2,Senior Engineer,52270
2,Senior Engineer,43163
2,Staff,42525
2,Senior Engineer,53754
2,Staff,61447
2,Senior Staff,70343
2,Engineer,45102
2,Staff,56560
2,Senior Staff,69391
2,Senior Engineer,44090
2,Senior Engineer,43732
2,Senior Staff,62763
2,Senior Staff,73833
2,Engineer,44191
2,Senior Staff,69722
2,Engineer,46988
2,Senior Staff,43855
2,Staff,65347
2,Engineer,47553
2,Senior Staff,47818
2,Senior Engineer,40770
2,Senior Engineer,50712
2,Staff,58582
2,Engineer,40307
2,Senior Staff,73938
2,Staff,80332
2,Engineer,42030
2,Engineer,57480
2,Engineer,62000
2,Senior Staff,56708
2,Senior Engineer,56971
2,Senior Engineer,40302
2,Senior Staff,68423
2,Engineer,50248
2,Senior Staff,79794
2,Senior Engineer,52906
2,Engineer,48080
2,Engineer,43809
2,Staff,52209
2,Staff,48782
2,Senior Staff,52532
2,Senior Staff,58305
2,Senior Staff,61592
2,Senior Staff,66931
2,Staff,62252
2,Senior Staff,42685
2,Senior Engineer,42441
2,Engineer,58108
2,Engineer,54288
2,Engineer,47611
2,Senior Engineer,43165
2,Senior Engineer,56002
2,Engineer,64953
2,Staff,67952
2,Engineer,54833
2,Engineer,56774
2,Senior Staff,72075
2,Senior Staff,45840
2,Engineer,49881
2,Senior Staff,54765
2,Staff,44406
2,Engineer,74496
2,Senior Engineer,43602
2,Staff,61150
2,Staff,41396
2,Engineer,42938
2,Senior Staff,50403
2,Senior Staff,65720
2,Senior Staff,60634
2,Staff,71020
2,Staff,65233
2,Senior Staff,71856
2,Engineer,43245
2,Engineer,48479
2,Senior Staff,45472
2,Engineer,47976
2,Engineer,42775
2,Senior Staff,40845
2,Staff,67150
2,Engineer,62352
2,Engineer,51976
2,Engineer,48205
2,Senior Engineer,54908
2,Staff,43772
2,Engineer,71935
2,Engineer,41410
2,Engineer,61649
2,Staff,48009
2,Senior Staff,76643
2,Engineer,60543
2,Senior Engineer,47970
2,Senior Staff,74877
2,Senior Engineer,40135
2,Senior Staff,50084
2,Staff,44888
2,Assistant Engineer,44406
2,Staff,59003
2,Technique Leader,61554
2,Engineer,66146
2,Staff,56836
2,Engineer,51496
2,Senior Staff,74029
2,Senior Staff,50445
2,Senior Staff,72459
2,Senior Engineer,52520
2,Senior Engineer,52180
2,Senior Staff,47883
2,Engineer,67186
2,Senior Staff,70282
2,Engineer,44971
2,Staff,64510
2,Engineer,52268
2,Engineer,50530
2,Engineer,55311
2,Engineer,47564
2,Senior Engineer,50489
2,Senior Engineer,41695
2,Senior Staff,63733
2,Staff,76555
2,Staff,81633
2,Senior Staff,42728
2,Senior Staff,67552
2,Engineer,49159
2,Engineer,62285
2,Senior Staff,46406
2,Staff,65903
2,Staff,52128
2,Senior Engineer,43317
2,Engineer,52324
2,Engineer,61549
2,Senior Staff,71373
2,Engineer,56628
2,Senior Engineer,52354
2,Senior Staff,47318
2,Senior Staff,47884
2,Staff,57735
2,Engineer,47705
2,Staff,67598
2,Engineer,51299
2,Engineer,52754
2,Senior Staff,55385
2,Senior Engineer,64564
2,Engineer,50508
2,Technique Leader,50916
2,Senior Staff,68040
2,Engineer,55457
2,Senior Staff,43688
2,Staff,84380
2,Engineer,67179
2,Senior Engineer,41900
2,Engineer,63918
2,Engineer,56631
2,Senior Staff,60662
2,Senior Engineer,51856
2,Engineer,48068
2,Engineer,56646
2,Engineer,44949
2,Senior Staff,62161
2,Senior Engineer,42302
2,Engineer,50063
2,Engineer,56950
2,Senior Engineer,42693
2,Staff,70383
2,Engineer,53422
2,Senior Staff,74391
2,Senior Staff,81509
2,Engineer,51443
2,Engineer,41491
2,Engineer,51795
2,Engineer,41645
2,Senior Engineer,50579
2,Engineer,41957
2,Senior Engineer,48690
2,Staff,55206
2,Engineer,55682
2,Senior Staff,60349
2,Staff,51755
2,Engineer,45725
2,Senior Engineer,46321
2,Staff,44877
2,Staff,56864
2,Staff,57618
2,Senior Staff,50690
2,Senior Engineer,45267
2,Engineer,47460
2,Staff,43823
2,Senior Engineer,40789
2,Senior Staff,53538
2,Senior Staff,80218
2,Engineer,40097
2,Senior Engineer,54421
2,Engineer,43648
2,Engineer,52347
2,Engineer,62190
2,Engineer,40001
2,Engineer,50967
2,Engineer,49979
2,Engineer,45854
2,Senior Staff,75376
2,Engineer,60516
2,Senior Staff,62083
2,Engineer,50959
2,Engineer,52318
2,Engineer,41901
2,Assistant Engineer,41262
2,Engineer,56624
2,Staff,55108
2,Staff,80502
2,Senior Staff,70828
2,Staff,41774
2,Staff,41518
2,Senior Staff,44520
2,Engineer,59486
2,Engineer,43321
2,Staff,48422
2,Staff,40774
2,Senior Engineer,52549
2,Engineer,42646
2,Senior Engineer,72975
2,Senior Staff,59613
2,Engineer,44319
2,Engineer,45177
2,Staff,49383
2,Senior Engineer,59316
2,Senior Staff,67126
2,Senior Staff,63516
2,Senior Staff,42789
2,Staff,46183
2,Engineer,48242
2,Staff,48657
2,Engineer,67399
2,Engineer,52507
2,Senior Staff,55171
2,Senior Staff,52053
2,Senior Staff,55545
2,Engineer,41287
2,Senior Staff,64477
2,Engineer,56213
2,Staff,42224
2,Engineer,48195
2,Senior Engineer,46617
2,Senior Staff,53568
2,Staff,63332
2,Staff,48995
2,Senior Staff,65628
2,Senior Engineer,52404
2,Technique Leader,46506
2,Engineer,61123
2,Engineer,47445
2,Senior Staff,68004
2,Senior Engineer,50259
2,Engineer,44497
2,Engineer,54077
2,Engineer,44962
2,Staff,73014
2,Senior Staff,75307
2,Engineer,46138
2,Engineer,51843
2,Staff,65794
2,Senior Staff,72480
2,Engineer,46765
2,Staff,63269
2,Senior Engineer,52813
2,Engineer,45545
2,Technique Leader,68913
2,Senior Staff,66456
2,Senior Staff,46090
2,Engineer,43847
2,Engineer,48052
2,Senior Staff,52063
2,Engineer,48459
2,Engineer,50862
2,Senior Staff,68624
2,Senior Engineer,44612
2,Engineer,46004
2,Senior Staff,55578
2,Staff,61122
2,Staff,79554
2,Senior Staff,61167
2,Senior Engineer,41072
2,Engineer,62681
2,Engineer,52901
2,Staff,55730
2,Engineer,45366
2,Engineer,52175
2,Senior Staff,64159
2,Staff,58081
2,Engineer,48813
2,Senior Staff,48795
2,Staff,40716
2,Engineer,41618
2,Staff,41232
2,Senior Staff,62489
2,Engineer,51602
2,Engineer,51486
2,Senior Staff,81138
2,Senior Engineer,40812
2,Engineer,57745
2,Staff,71596
2,Senior Staff,78128
2,Staff,71752
2,Engineer,54016
2,Engineer,52157
2,Engineer,61288
2,Engineer,40047
2,Staff,73204
2,Senior Engineer,56685
2,Senior Staff,51484
2,Engineer,52222
2,Senior Engineer,52343
2,Engineer,46832
2,Senior Engineer,56092
2,Engineer,44003
2,Technique Leader,55044
2,Staff,88769
2,Engineer,45364
2,Engineer,60711
2,Senior Engineer,61838
2,Staff,61867
2,Senior Engineer,48269
2,Engineer,40935
2,Senior Engineer,53853
2,Senior Staff,84628
2,Engineer,48625
2,Senior Staff,56682
2,Engineer,54709
2,Senior Staff,71106
2,Staff,60543
2,Senior Staff,57440
2,Engineer,66788
2,Senior Engineer,41401
2,Senior Staff,75391
2,Senior Staff,59389
2,Engineer,45006
2,Engineer,40073
2,Senior Staff,53668
2,Staff,68352
2,Engineer,40303
2,Senior Engineer,42366
2,Engineer,51967
2,Technique Leader,62904
2,Senior Staff,93708
2,Engineer,40999
2,Technique Leader,53244
2,Staff,50671
2,Senior Engineer,53380
2,Senior Staff,72278
2,Senior Staff,66657
2,Engineer,50041
2,Senior Staff,74862
2,Senior Staff,61706
2,Senior Staff,58833
2,Staff,45619
2,Engineer,48946
2,Staff,50020
2,Senior Staff,51857
2,Senior Staff,44212
